n, k, kPlace, ok, back
39,4,4,1,51
39,4,4,1,62
39,4,4,1,4
39,4,4,1,4
39,4,4,1,3
39,4,4,1,49
39,4,4,1,10
39,4,4,1,0
39,4,4,1,7
39,4,4,1,0
39,4,4,1,16
39,4,4,1,9
39,4,4,1,4
39,4,4,1,1
39,4,4,1,18
39,4,4,1,0
39,4,4,1,13
39,4,4,1,25
39,4,4,1,2
39,4,4,1,10
39,4,4,1,49
39,4,4,1,52
39,4,4,1,4
39,4,4,1,1
39,4,4,1,3
39,4,4,1,3
39,4,4,1,8
39,4,4,1,8
39,4,4,1,1
39,4,4,1,57
39,4,4,1,7
39,4,4,1,38
39,4,4,1,0
39,4,4,1,1
39,4,4,1,1
39,4,4,1,0
39,4,4,1,1
39,4,4,1,16
39,4,4,1,0
39,4,4,1,0
39,4,4,1,0
39,4,4,1,23
39,4,4,1,5
39,4,4,1,11
39,4,4,1,4
39,4,4,1,2
39,4,4,1,3
39,4,4,1,4
39,4,4,1,3
39,4,4,1,12
39,4,4,1,1
39,4,4,1,0
39,4,4,1,6
39,4,4,1,32
39,4,4,1,8
39,4,4,1,20
39,4,4,1,2
39,4,4,1,13
39,4,4,1,16
39,4,4,1,11
39,4,4,1,0
39,5,5,1,32
39,5,5,1,1
39,5,5,1,24
39,5,5,1,0
39,5,5,1,13
39,5,5,1,9
39,5,5,1,0
39,5,5,1,5
39,5,5,1,2
39,5,5,1,7
39,5,5,1,84
39,5,5,1,1
39,5,5,1,15
39,5,5,1,0
39,5,5,1,1
39,5,5,1,25
39,5,5,1,17
39,5,5,1,13
39,5,5,1,2
39,5,5,1,21
39,5,5,1,0
39,5,5,1,42
39,5,5,1,0
39,5,5,1,0
39,5,5,1,6
39,5,5,1,5
39,5,5,1,16
39,5,5,1,27
39,5,5,1,9
39,5,5,1,1
39,5,5,1,0
39,5,5,1,13
39,5,5,1,4
39,5,5,1,72
39,5,5,1,14
39,5,5,1,8
39,5,5,1,48
39,5,5,1,19
39,5,5,1,0
39,5,5,1,0
39,5,5,1,0
39,5,5,1,11
39,5,5,1,3
39,5,5,1,0
39,5,5,1,0
39,5,5,1,33
39,5,5,1,0
39,5,5,1,1
39,5,5,1,2
39,5,5,1,59
39,5,5,1,18
39,5,5,1,0
39,5,5,1,0
39,5,5,1,0
39,5,5,1,84
39,5,5,1,0
39,5,5,1,0
39,5,5,1,25
39,5,5,1,78
39,5,5,1,81
39,5,5,1,7
39,5,5,1,0
39,5,5,1,5
39,5,5,1,4
39,5,5,1,1
39,5,5,1,26
39,5,5,1,0
39,5,5,1,5
39,5,5,1,15
39,5,5,1,18
39,5,5,1,0
39,5,5,1,32
39,5,5,1,1
39,5,5,1,57
39,5,5,1,9
39,5,5,1,5
39,5,5,1,0
39,5,5,1,2
39,5,5,1,1
39,5,5,1,8
39,5,5,1,52
39,5,5,1,3
39,5,5,1,2
39,5,5,1,1
39,5,5,1,57
39,5,5,1,1
39,5,5,1,0
39,5,5,1,25
39,5,5,1,28
39,5,5,1,1
39,5,5,1,1
39,5,5,1,0
39,5,5,1,7
39,5,5,1,9
39,5,5,1,11
39,5,5,1,15
39,5,5,1,1
39,5,5,1,0
39,5,5,1,54
39,5,5,1,0
39,6,6,1,17
39,6,6,1,19
39,6,6,1,2
39,6,6,1,3
39,6,6,1,0
39,6,6,1,8
39,6,6,1,0
39,6,6,1,33
39,6,6,1,0
39,6,6,1,2
39,6,6,1,1
39,6,6,1,2
39,6,6,1,1
39,6,6,1,0
39,6,6,1,33
39,6,6,1,96
39,6,6,1,2
39,6,6,1,1
39,6,6,1,0
39,6,6,1,1
39,6,6,1,5
39,6,6,1,41
39,6,6,1,2
39,6,6,1,6
39,6,6,1,0
39,6,6,1,7
39,6,6,1,1
39,6,6,1,5
39,6,6,1,0
39,6,6,1,0
39,6,6,1,100
39,6,6,1,18
39,6,6,1,36
39,6,6,1,0
39,6,6,1,0
39,6,6,1,1
39,6,6,1,0
39,6,6,1,0
39,6,6,1,1
39,6,6,1,13
39,6,6,1,11
39,6,6,1,25
39,6,6,1,75
39,6,6,1,0
39,6,6,1,5
39,6,6,1,0
39,6,6,1,0
39,6,6,1,1
39,6,6,1,1
39,6,6,1,2
39,6,6,1,13
39,6,6,1,6
39,6,6,1,2
39,6,6,1,0
39,6,6,1,4
39,6,6,1,3
39,6,6,1,1
39,6,6,1,61
39,6,6,1,1
39,6,6,1,1
39,6,6,1,1
39,6,6,1,1
39,6,6,1,0
39,6,6,1,0
39,6,6,1,11
39,6,6,1,7
39,6,6,1,33
39,6,6,1,2
39,6,6,1,1
39,6,6,1,76
39,6,6,1,2
39,6,6,1,28
39,6,6,1,2
39,6,6,1,12
39,6,6,1,0
39,6,6,1,13
39,6,6,1,0
39,6,6,1,1
39,6,6,1,1
39,6,6,1,1
39,6,6,1,1
39,6,6,1,2
39,6,6,1,24
39,6,6,1,8
39,6,6,1,0
39,6,6,1,5
39,6,6,1,2
39,6,6,1,0
39,6,6,1,3
39,6,6,1,0
39,6,6,1,0
39,6,6,1,2
39,6,6,1,1
39,6,6,1,23
39,6,6,1,1
39,6,6,1,1
39,6,6,1,4
39,6,6,1,23
39,6,6,1,0
39,6,6,1,34
39,7,7,1,94
39,7,7,1,3
39,7,7,1,29
39,7,7,1,3
39,7,7,1,3
39,7,7,1,2
39,7,7,1,1
39,7,7,1,1
39,7,7,1,9
39,7,7,1,1
39,7,7,1,3
39,7,7,1,494
39,7,7,1,1
39,7,7,1,6
39,7,7,1,2
39,7,7,1,0
39,7,7,1,5
39,7,7,1,4
39,7,7,1,2
39,7,7,1,48
39,7,7,1,9
39,7,7,1,0
39,7,7,1,11
39,7,7,1,0
39,7,7,1,185
39,7,7,1,80
39,7,7,1,15
39,7,7,1,55
39,7,7,1,3
39,7,7,1,1
39,7,7,1,2
39,7,7,1,2
39,7,7,1,41
39,7,7,1,0
39,7,7,1,0
39,7,7,1,45
39,7,7,1,14
39,7,7,1,5
39,7,7,1,709
39,7,7,1,20
39,7,7,1,0
39,7,7,1,8
39,7,7,1,39
39,7,7,1,2
39,7,7,1,4
39,7,7,1,39
39,7,7,1,0
39,7,7,1,0
39,7,7,1,27
39,7,7,1,1
39,7,7,1,1
39,7,7,1,17
39,7,7,1,11
39,7,7,1,5
39,7,7,1,0
39,7,7,1,0
39,7,7,1,0
39,7,7,1,23
39,7,7,1,131
39,7,7,1,8
39,7,7,1,1
39,7,7,1,0
39,7,7,1,4
39,7,7,1,1
39,7,7,1,6
39,7,7,1,0
39,7,7,1,3
39,7,7,1,2
39,7,7,1,160
39,7,7,1,57
39,7,7,1,66
39,7,7,1,4
39,7,7,1,5
39,7,7,1,2
39,7,7,1,9
39,7,7,1,60
39,7,7,1,7
39,7,7,1,0
39,7,7,1,0
39,7,7,1,6
39,7,7,1,0
39,7,7,1,15
39,7,7,1,0
39,7,7,1,21
39,7,7,1,3
39,7,7,1,0
39,7,7,1,19
39,7,7,1,2
39,7,7,1,3
39,7,7,1,30
39,7,7,1,28
39,7,7,1,43
39,7,7,1,36
39,7,7,1,46
39,7,7,1,1
39,7,7,1,7
39,7,7,1,0
39,7,7,1,7
39,7,7,1,2
39,7,7,1,2
39,8,8,1,3
39,8,8,1,8
39,8,8,1,57
39,8,8,1,1
39,8,8,1,1
39,8,8,1,72
39,8,8,1,1
39,8,8,1,2
39,8,8,1,4
39,8,8,1,2
39,8,8,1,3
39,8,8,1,0
39,8,8,1,0
39,8,8,1,0
39,8,8,1,29
39,8,8,1,2
39,8,8,1,5
39,8,8,1,0
39,8,8,1,3
39,8,8,1,0
39,8,8,1,10
39,8,8,1,4
39,8,8,1,0
39,8,8,1,14
39,8,8,1,2
39,8,8,1,4
39,8,8,1,47
39,8,8,1,1
39,8,8,1,4
39,8,8,1,3
39,8,8,1,8
39,8,8,1,1
39,8,8,1,0
39,8,8,1,3
39,8,8,1,47
39,8,8,1,22
39,8,8,1,1
39,8,8,1,1
39,8,8,1,1
39,8,8,1,0
39,8,8,1,0
39,8,8,1,2
39,8,8,1,2
39,8,8,1,0
39,8,8,1,1
39,8,8,1,9
39,8,8,1,1
39,8,8,1,0
39,8,8,1,6
39,8,8,1,80
39,8,8,1,5
39,8,8,1,0
39,8,8,1,0
39,8,8,1,0
39,8,8,1,1
39,8,8,1,4
39,8,8,1,1
39,8,8,1,9
39,8,8,1,1
39,8,8,1,5
39,8,8,1,1
39,8,8,1,5
39,8,8,1,63
39,8,8,1,0
39,8,8,1,73
39,8,8,1,12
39,8,8,1,310
39,8,8,1,1
39,8,8,1,0
39,8,8,1,2
39,8,8,1,23
39,8,8,1,25
39,8,8,1,1
39,8,8,1,0
39,8,8,1,3
39,8,8,1,1
39,8,8,1,3
39,8,8,1,5088
39,8,8,1,3
39,8,8,1,1
39,8,8,1,0
39,8,8,1,13
39,8,8,1,16
39,8,8,1,1
39,8,8,1,8
39,8,8,1,7
39,8,8,1,10
39,8,8,1,2
39,8,8,1,4
39,8,8,1,1
39,8,8,1,12
39,8,8,1,69
39,8,8,1,4
39,8,8,1,7
39,8,8,1,1
39,8,8,1,5
39,8,8,1,1
39,8,8,1,0
39,8,8,1,11
39,8,8,1,35
39,9,9,1,5
39,9,9,1,33
39,9,9,1,0
39,9,9,1,7
39,9,9,1,3
39,9,9,1,0
39,9,9,1,26
39,9,9,1,0
39,9,9,1,0
39,9,9,1,2
39,9,9,1,11
39,9,9,1,1
39,9,9,1,12
39,9,9,1,0
39,9,9,1,0
39,9,9,1,27
39,9,9,1,5
39,9,9,1,0
39,9,9,1,20
39,9,9,1,2
39,9,9,1,11
39,9,9,1,0
39,9,9,1,1
39,9,9,1,19
39,9,9,1,13
39,9,9,1,8
39,9,9,1,0
39,9,9,1,0
39,9,9,1,5
39,9,9,1,4
39,9,9,1,0
39,9,9,1,3
39,9,9,1,2
39,9,9,1,1
39,9,9,1,7
39,9,9,1,13
39,9,9,1,14
39,9,9,1,2
39,9,9,1,9
39,9,9,1,0
39,9,9,1,1
39,9,9,1,0
39,9,9,1,45
39,9,9,1,30
39,9,9,1,0
39,9,9,1,5
39,9,9,1,3
39,9,9,1,7
39,9,9,1,2
39,9,9,1,1
39,9,9,1,5
39,9,9,1,10
39,9,9,1,0
39,9,9,1,4
39,9,9,1,1
39,9,9,1,0
39,9,9,1,11
39,9,9,1,6
39,9,9,1,1
39,9,9,1,3
39,9,9,1,0
39,9,9,1,0
39,9,9,1,4
39,9,9,1,3
39,9,9,1,142
39,9,9,1,4
39,9,9,1,0
39,9,9,1,10
39,9,9,1,49
39,9,9,1,9
39,9,9,1,0
39,9,9,1,12
39,9,9,1,12
39,9,9,1,1
39,9,9,1,9
39,9,9,1,0
39,9,9,1,0
39,9,9,1,9
39,9,9,1,10
39,9,9,1,5
39,9,9,1,21
39,9,9,1,5
39,9,9,1,7
39,9,9,1,21
39,9,9,1,8
39,9,9,1,3
39,9,9,1,0
39,9,9,1,2
39,9,9,1,1
39,9,9,1,68
39,9,9,1,5
39,9,9,1,0
39,9,9,1,0
39,9,9,1,1
39,9,9,1,13
39,9,9,1,27
39,9,9,1,0
39,9,9,1,0
39,9,9,1,0
39,9,9,1,5
39,10,10,1,59
39,10,10,1,2
39,10,10,1,1
39,10,10,1,5
39,10,10,1,13
39,10,10,1,236
39,10,10,1,0
39,10,10,1,0
39,10,10,1,0
39,10,10,1,10
39,10,10,1,5
39,10,10,1,99
39,10,10,1,1
39,10,10,1,7
39,10,10,1,6
39,10,10,1,13
39,10,10,1,0
39,10,10,1,2
39,10,10,1,0
39,10,10,1,12
39,10,10,1,2
39,10,10,1,13
39,10,10,1,0
39,10,10,1,3
39,10,10,1,0
39,10,10,1,1
39,10,10,1,1
39,10,10,1,34
39,10,10,1,43
39,10,10,1,15
39,10,10,1,7
39,10,10,1,107
39,10,10,1,3
39,10,10,1,9
39,10,10,1,0
39,10,10,1,1
39,10,10,1,0
39,10,10,1,0
39,10,10,1,1
39,10,10,1,1
39,10,10,1,4
39,10,10,1,0
39,10,10,1,0
39,10,10,1,28
39,10,10,1,13
39,10,10,1,0
39,10,10,1,42
39,10,10,1,0
39,10,10,1,0
39,10,10,1,1
39,10,10,1,15
39,10,10,1,5
39,10,10,1,8
39,10,10,1,9
39,10,10,1,73
39,10,10,1,5
39,10,10,1,0
39,10,10,1,0
39,10,10,1,7
39,10,10,1,0
39,10,10,1,0
39,10,10,1,0
39,10,10,1,5
39,10,10,1,0
39,10,10,1,1
39,10,10,1,33
39,10,10,1,8
39,10,10,1,7
39,10,10,1,1
39,10,10,1,20
39,10,10,1,75
39,10,10,1,6
39,10,10,1,16
39,10,10,1,63
39,10,10,1,0
39,10,10,1,1
39,10,10,1,1
39,10,10,1,0
39,10,10,1,8
39,10,10,1,14
39,10,10,1,0
39,10,10,1,18
39,10,10,1,1
39,10,10,1,1
39,10,10,1,0
39,10,10,1,1
39,10,10,1,0
39,10,10,1,19
39,10,10,1,1
39,10,10,1,47
39,10,10,1,19
39,10,10,1,15
39,10,10,1,0
39,10,10,1,3
39,10,10,1,0
39,10,10,1,42
39,10,10,1,1
39,10,10,1,0
39,10,10,1,1
39,10,10,1,17
39,11,11,1,1
39,11,11,1,0
39,11,11,1,3
39,11,11,1,3
39,11,11,1,5
39,11,11,1,0
39,11,11,1,19
39,11,11,1,0
39,11,11,1,0
39,11,11,1,1
39,11,11,1,16
39,11,11,1,15
39,11,11,1,0
39,11,11,1,52
39,11,11,1,0
39,11,11,1,0
39,11,11,1,0
39,11,11,1,0
39,11,11,1,2
39,11,11,1,11
39,11,11,1,6
39,11,11,1,48
39,11,11,1,1
39,11,11,1,4
39,11,11,1,16
39,11,11,1,10
39,11,11,1,0
39,11,11,1,3
39,11,11,1,0
39,11,11,1,3
39,11,11,1,5
39,11,11,1,0
39,11,11,1,0
39,11,11,1,12
39,11,11,1,10
39,11,11,1,29
39,11,11,1,0
39,11,11,1,9
39,11,11,1,0
39,11,11,1,19
39,11,11,1,6
39,11,11,1,44
39,11,11,1,1
39,11,11,1,6
39,11,11,1,11
39,11,11,1,1
39,11,11,1,0
39,11,11,1,31
39,11,11,1,3
39,11,11,1,1
39,11,11,1,1
39,11,11,1,31
39,11,11,1,9
39,11,11,1,65
39,11,11,1,0
39,11,11,1,0
39,11,11,1,30
39,11,11,1,8
39,11,11,1,0
39,11,11,1,1
39,11,11,1,1
39,11,11,1,426
39,11,11,1,0
39,11,11,1,0
39,11,11,1,7
39,11,11,1,4
39,11,11,1,1
39,11,11,1,0
39,11,11,1,0
39,11,11,1,7
39,11,11,1,0
39,11,11,1,24
39,11,11,1,8
39,11,11,1,6
39,11,11,1,1
39,11,11,1,26
39,11,11,1,23
39,11,11,1,0
39,11,11,1,25
39,11,11,1,23
39,11,11,1,72
39,11,11,1,0
39,11,11,1,19
39,11,11,1,1
39,11,11,1,7
39,11,11,1,36
39,11,11,1,1
39,11,11,1,10
39,11,11,1,7
39,11,11,1,2
39,11,11,1,5
39,11,11,1,1
39,11,11,1,2
39,11,11,1,2
39,11,11,1,5
39,11,11,1,0
39,11,11,1,5
39,11,11,1,1
39,11,11,1,2
39,11,11,1,0
39,12,12,1,0
39,12,12,1,11
39,12,12,1,0
39,12,12,1,3
39,12,12,1,6
39,12,12,1,3
39,12,12,1,1
39,12,12,1,1
39,12,12,1,16
39,12,12,1,1
39,12,12,1,37
39,12,12,1,0
39,12,12,1,14
39,12,12,1,3
39,12,12,1,0
39,12,12,1,30
39,12,12,1,0
39,12,12,1,0
39,12,12,1,1
39,12,12,1,1
39,12,12,1,17
39,12,12,1,4
39,12,12,1,0
39,12,12,1,1
39,12,12,1,0
39,12,12,1,11
39,12,12,1,28
39,12,12,1,8
39,12,12,1,3
39,12,12,1,5
39,12,12,1,5
39,12,12,1,3
39,12,12,1,20
39,12,12,1,1
39,12,12,1,3
39,12,12,1,13
39,12,12,1,8
39,12,12,1,15
39,12,12,1,1
39,12,12,1,113
39,12,12,1,15
39,12,12,1,13
39,12,12,1,1
39,12,12,1,1
39,12,12,1,1
39,12,12,1,2
39,12,12,1,1
39,12,12,1,33
39,12,12,1,11
39,12,12,1,22
39,12,12,1,1
39,12,12,1,39
39,12,12,1,1
39,12,12,1,1
39,12,12,1,1
39,12,12,1,1
39,12,12,1,5
39,12,12,1,1
39,12,12,1,3
39,12,12,1,6
39,12,12,1,91
39,12,12,1,0
39,12,12,1,6
39,12,12,1,4
39,12,12,1,0
39,12,12,1,4
39,12,12,1,0
39,12,12,1,3
39,12,12,1,23
39,12,12,1,11
39,12,12,1,52
39,12,12,1,0
39,12,12,1,53
39,12,12,1,2
39,12,12,1,0
39,12,12,1,1
39,12,12,1,2
39,12,12,1,1
39,12,12,1,1
39,12,12,1,5
39,12,12,1,1
39,12,12,1,1
39,12,12,1,1
39,12,12,1,8
39,12,12,1,0
39,12,12,1,6
39,12,12,1,0
39,12,12,1,0
39,12,12,1,13
39,12,12,1,0
39,12,12,1,5
39,12,12,1,0
39,12,12,1,10
39,12,12,1,1
39,12,12,1,19
39,12,12,1,7
39,12,12,1,0
39,12,12,1,5
39,12,12,1,6
39,12,12,1,0
39,13,13,1,0
39,13,13,1,22
39,13,13,1,4
39,13,13,1,5
39,13,13,1,4
39,13,13,1,16
39,13,13,1,10
39,13,13,1,16
39,13,13,1,1
39,13,13,1,0
39,13,13,1,3
39,13,13,1,21
39,13,13,1,0
39,13,13,1,5
39,13,13,1,0
39,13,13,1,56
39,13,13,1,1
39,13,13,1,6
39,13,13,1,10
39,13,13,1,1
39,13,13,1,2
39,13,13,1,34
39,13,13,1,0
39,13,13,1,6
39,13,13,1,0
39,13,13,1,0
39,13,13,1,1
39,13,13,1,2
39,13,13,1,0
39,13,13,1,40
39,13,13,1,6
39,13,13,1,6
39,13,13,1,6
39,13,13,1,5
39,13,13,1,63
39,13,13,1,69
39,13,13,1,0
39,13,13,1,7
39,13,13,1,1
39,13,13,1,0
39,13,13,1,1
39,13,13,1,12
39,13,13,1,6
39,13,13,1,24
39,13,13,1,9
39,13,13,1,0
39,13,13,1,1
39,13,13,1,1
39,13,13,1,4
39,13,13,1,0
39,13,13,1,6
39,13,13,1,9
39,13,13,1,0
39,13,13,1,0
39,13,13,1,16
39,13,13,1,0
39,13,13,1,1
39,13,13,1,1
39,13,13,1,23
39,13,13,1,18
39,13,13,1,89
39,13,13,1,0
39,13,13,1,1
39,13,13,1,52
39,13,13,1,14
39,13,13,1,0
39,13,13,1,10
39,13,13,1,0
39,13,13,1,0
39,13,13,1,2
39,13,13,1,5
39,13,13,1,1
39,13,13,1,24
39,13,13,1,16
39,13,13,1,0
39,13,13,1,21
39,13,13,1,3
39,13,13,1,0
39,13,13,1,3
39,13,13,1,3
39,13,13,1,3
39,13,13,1,1
39,13,13,1,4
39,13,13,1,1
39,13,13,1,3
39,13,13,1,1
39,13,13,1,2
39,13,13,1,1
39,13,13,1,5
39,13,13,1,27
39,13,13,1,0
39,13,13,1,23
39,13,13,1,0
39,13,13,1,16
39,13,13,1,1
39,13,13,1,7
39,13,13,1,1
39,13,13,1,7
39,13,13,1,3
39,13,13,1,6
39,14,14,1,1
39,14,14,1,1
39,14,14,1,11
39,14,14,1,0
39,14,14,1,0
39,14,14,1,0
39,14,14,1,0
39,14,14,1,0
39,14,14,1,1
39,14,14,1,1
39,14,14,1,1
39,14,14,1,2
39,14,14,1,0
39,14,14,1,9
39,14,14,1,100
39,14,14,1,57
39,14,14,1,1
39,14,14,1,12
39,14,14,1,0
39,14,14,1,16
39,14,14,1,3
39,14,14,1,5
39,14,14,1,9
39,14,14,1,4
39,14,14,1,0
39,14,14,1,1
39,14,14,1,0
39,14,14,1,6
39,14,14,1,1
39,14,14,1,65
39,14,14,1,11
39,14,14,1,0
39,14,14,1,7
39,14,14,1,0
39,14,14,1,0
39,14,14,1,6
39,14,14,1,7
39,14,14,1,2
39,14,14,1,1
39,14,14,1,1
39,14,14,1,1
39,14,14,1,7
39,14,14,1,4
39,14,14,1,9
39,14,14,1,4
39,14,14,1,11
39,14,14,1,0
39,14,14,1,4
39,14,14,1,5
39,14,14,1,15
39,14,14,1,2
39,14,14,1,1
39,14,14,1,4
39,14,14,1,5
39,14,14,1,44
39,14,14,1,12
39,14,14,1,4
39,14,14,1,1
39,14,14,1,17
39,14,14,1,24
39,14,14,1,1
39,14,14,1,0
39,14,14,1,1
39,14,14,1,52
39,14,14,1,1
39,14,14,1,3
39,14,14,1,0
39,14,14,1,0
39,14,14,1,9
39,14,14,1,4
39,14,14,1,4
39,14,14,1,40
39,14,14,1,13
39,14,14,1,0
39,14,14,1,3
39,14,14,1,14
39,14,14,1,2
39,14,14,1,3
39,14,14,1,0
39,14,14,1,11
39,14,14,1,6
39,14,14,1,12
39,14,14,1,5
39,14,14,1,0
39,14,14,1,9
39,14,14,1,8
39,14,14,1,12
39,14,14,1,13
39,14,14,1,20
39,14,14,1,0
39,14,14,1,2
39,14,14,1,0
39,14,14,1,7
39,14,14,1,1
39,14,14,1,0
39,14,14,1,0
39,14,14,1,0
39,14,14,1,0
39,14,14,1,1
39,14,14,1,1
39,15,15,1,1
39,15,15,1,1
39,15,15,1,41
39,15,15,1,27
39,15,15,1,22
39,15,15,1,2
39,15,15,1,0
39,15,15,1,1
39,15,15,1,1
39,15,15,1,1
39,15,15,1,1
39,15,15,1,5
39,15,15,1,0
39,15,15,1,2
39,15,15,1,0
39,15,15,1,11
39,15,15,1,14
39,15,15,1,0
39,15,15,1,1
39,15,15,1,88
39,15,15,1,2
39,15,15,1,2
39,15,15,1,1
39,15,15,1,4
39,15,15,1,1
39,15,15,1,1
39,15,15,1,18
39,15,15,1,1
39,15,15,1,17
39,15,15,1,0
39,15,15,1,18
39,15,15,1,0
39,15,15,1,0
39,15,15,1,10
39,15,15,1,0
39,15,15,1,0
39,15,15,1,1
39,15,15,1,98
39,15,15,1,13
39,15,15,1,0
39,15,15,1,0
39,15,15,1,11
39,15,15,1,1
39,15,15,1,12
39,15,15,1,0
39,15,15,1,19
39,15,15,1,2
39,15,15,1,33
39,15,15,1,6
39,15,15,1,11
39,15,15,1,0
39,15,15,1,1
39,15,15,1,5
39,15,15,1,16
39,15,15,1,1
39,15,15,1,297
39,15,15,1,8
39,15,15,1,0
39,15,15,1,18
39,15,15,1,4
39,15,15,1,17
39,15,15,1,3
39,15,15,1,25
39,15,15,1,2
39,15,15,1,1
39,15,15,1,0
39,15,15,1,0
39,15,15,1,18
39,15,15,1,28
39,15,15,1,0
39,15,15,1,2
39,15,15,1,11
39,15,15,1,7
39,15,15,1,25
39,15,15,1,1
39,15,15,1,7
39,15,15,1,0
39,15,15,1,23
39,15,15,1,0
39,15,15,1,1
39,15,15,1,6
39,15,15,1,3
39,15,15,1,0
39,15,15,1,10
39,15,15,1,3
39,15,15,1,17
39,15,15,1,0
39,15,15,1,485
39,15,15,1,24
39,15,15,1,1
39,15,15,1,0
39,15,15,1,1
39,15,15,1,26
39,15,15,1,0
39,15,15,1,23
39,15,15,1,1
39,15,15,1,3
39,15,15,1,3
39,15,15,1,4
39,15,15,1,1
39,16,16,1,0
39,16,16,1,34
39,16,16,1,3
39,16,16,1,1
39,16,16,1,0
39,16,16,1,7
39,16,16,1,2
39,16,16,1,4
39,16,16,1,4
39,16,16,1,4
39,16,16,1,22
39,16,16,1,0
39,16,16,1,0
39,16,16,1,8
39,16,16,1,13
39,16,16,1,1
39,16,16,1,5
39,16,16,1,4
39,16,16,1,32
39,16,16,1,11
39,16,16,1,0
39,16,16,1,16
39,16,16,1,3
39,16,16,1,37
39,16,16,1,1
39,16,16,1,4
39,16,16,1,6
39,16,16,1,0
39,16,16,1,1
39,16,16,1,1
39,16,16,1,0
39,16,16,1,16
39,16,16,1,3
39,16,16,1,0
39,16,16,1,30
39,16,16,1,27
39,16,16,1,1
39,16,16,1,1
39,16,16,1,0
39,16,16,1,4
39,16,16,1,0
39,16,16,1,5
39,16,16,1,0
39,16,16,1,22
39,16,16,1,10
39,16,16,1,15
39,16,16,1,4
39,16,16,1,5
39,16,16,1,5
39,16,16,1,1
39,16,16,1,1
39,16,16,1,1
39,16,16,1,4
39,16,16,1,4
39,16,16,1,4
39,16,16,1,1
39,16,16,1,4
39,16,16,1,0
39,16,16,1,0
39,16,16,1,5
39,16,16,1,0
39,16,16,1,4
39,16,16,1,10
39,16,16,1,1
39,16,16,1,0
39,16,16,1,3
39,16,16,1,1
39,16,16,1,4
39,16,16,1,16
39,16,16,1,0
39,16,16,1,0
39,16,16,1,1
39,16,16,1,0
39,16,16,1,30
39,16,16,1,21
39,16,16,1,0
39,16,16,1,26
39,16,16,1,1
39,16,16,1,0
39,16,16,1,1
39,16,16,1,41
39,16,16,1,0
39,16,16,1,0
39,16,16,1,6
39,16,16,1,0
39,16,16,1,37
39,16,16,1,1
39,16,16,1,8
39,16,16,1,0
39,16,16,1,0
39,16,16,1,1
39,16,16,1,0
39,16,16,1,0
39,16,16,1,66
39,16,16,1,24
39,16,16,1,6
39,16,16,1,2
39,16,16,1,17
39,16,16,1,0
39,16,16,1,0
39,17,17,1,76
39,17,17,1,1
39,17,17,1,13
39,17,17,1,25
39,17,17,1,9
39,17,17,1,4
39,17,17,1,0
39,17,17,1,1
39,17,17,1,37
39,17,17,1,5
39,17,17,1,17
39,17,17,1,57
39,17,17,1,21
39,17,17,1,1
39,17,17,1,19
39,17,17,1,29
39,17,17,1,8
39,17,17,1,0
39,17,17,1,17
39,17,17,1,11
39,17,17,1,1
39,17,17,1,31
39,17,17,1,8
39,17,17,1,2
39,17,17,1,4
39,17,17,1,1
39,17,17,1,7
39,17,17,1,16
39,17,17,1,0
39,17,17,1,25
39,17,17,1,0
39,17,17,1,6
39,17,17,1,6
39,17,17,1,9
39,17,17,1,5
39,17,17,1,9
39,17,17,1,26
39,17,17,1,3
39,17,17,1,0
39,17,17,1,2
39,17,17,1,1
39,17,17,1,0
39,17,17,1,13
39,17,17,1,1
39,17,17,1,1
39,17,17,1,0
39,17,17,1,154
39,17,17,1,0
39,17,17,1,7
39,17,17,1,10
39,17,17,1,0
39,17,17,1,6
39,17,17,1,27
39,17,17,1,5
39,17,17,1,0
39,17,17,1,0
39,17,17,1,1
39,17,17,1,0
39,17,17,1,0
39,17,17,1,5
39,17,17,1,0
39,17,17,1,26
39,17,17,1,0
39,17,17,1,0
39,17,17,1,1
39,17,17,1,0
39,17,17,1,22
39,17,17,1,1
39,17,17,1,63
39,17,17,1,1
39,17,17,1,18
39,17,17,1,3
39,17,17,1,1
39,17,17,1,1
39,17,17,1,5
39,17,17,1,2
39,17,17,1,5
39,17,17,1,3
39,17,17,1,1
39,17,17,1,1
39,17,17,1,1
39,17,17,1,4
39,17,17,1,25
39,17,17,1,52
39,17,17,1,0
39,17,17,1,1
39,17,17,1,11
39,17,17,1,28
39,17,17,1,0
39,17,17,1,0
39,17,17,1,2
39,17,17,1,1
39,17,17,1,5
39,17,17,1,2
39,17,17,1,26
39,17,17,1,112
39,17,17,1,15
39,17,17,1,0
39,17,17,1,2
39,17,17,1,6
39,18,18,1,0
39,18,18,1,0
39,18,18,1,17
39,18,18,1,20
39,18,18,1,0
39,18,18,1,1
39,18,18,1,2
39,18,18,1,3
39,18,18,1,1
39,18,18,1,25
39,18,18,1,23
39,18,18,1,1
39,18,18,1,0
39,18,18,1,1
39,18,18,1,0
39,18,18,1,5
39,18,18,1,1
39,18,18,1,28
39,18,18,1,3
39,18,18,1,21
39,18,18,1,24
39,18,18,1,4
39,18,18,1,13
39,18,18,1,1
39,18,18,1,20
39,18,18,1,0
39,18,18,1,19
39,18,18,1,10
39,18,18,1,6
39,18,18,1,30
39,18,18,1,8
39,18,18,1,2
39,18,18,1,0
39,18,18,1,26
39,18,18,1,7
39,18,18,1,13
39,18,18,1,9
